Name,API_Name,Instance_Memory,vCPUs,GiB_of_Memory_per_vCPU,GPUs,Instance_Storage,On_Demand,Linux_Reserved_cost,Windows_Reserved_Cost,Windows_Spot_Cost,Service_Provider
Standard NC96ads A100 v4,NC96ads A100 v4,880.0 GiB,96 vCPUs,9.17 GiB/vCPU,4X A100,3832,$14.6920 hourly,$9.6041 hourly,$14.0201 hourly,$2.5031 hourly,Microsoft Azure
Standard M192is v2,M192is v2,2048.0 GiB,192 vCPUs,10.67 GiB/vCPU,0,0,$15.6110 hourly,$9.0794 hourly,$17.9114 hourly,$2.4444 hourly,Microsoft Azure
Standard M192ids v2,M192ids v2,2048.0 GiB,192 vCPUs,10.67 GiB/vCPU,0,4096,$16.0320 hourly,$9.3241 hourly,$18.1561 hourly,$2.4864 hourly,Microsoft Azure
M176s3 v3,M176s3 v3,2794.0 GiB,176 vCPUs,15.88 GiB/vCPU,0,0,$17.8800 hourly,$10.3990 hourly,$18.4950 hourly,$6.4950 hourly,Microsoft Azure
M176ds3 v3,M176ds3 v3,2794.0 GiB,176 vCPUs,15.88 GiB/vCPU,0,400,$19.0000 hourly,$11.0505 hourly,$19.1465 hourly,$6.7750 hourly,Microsoft Azure
Standard ND40rs v2,ND40rs v2,672.0 GiB,40 vCPUs,16.80 GiB/vCPU,8X V100 (NVlink),2900,$22.0320 hourly,$10.7957 hourly,$12.6357 hourly,$2.9076 hourly,Microsoft Azure
Standard M208s v2,M208s v2,2850.0 GiB,208 vCPUs,13.70 GiB/vCPU,0,4096,$22.3100 hourly,$12.9752 hourly,$22.5432 hourly,$3.1878 hourly,Microsoft Azure
M176s4 v3,M176s4 v3,3892.0 GiB,176 vCPUs,22.11 GiB/vCPU,0,0,$24.9100 hourly,$14.4877 hourly,$22.5837 hourly,$8.2500 hourly,Microsoft Azure
Standard M128ms v2,M128ms v2,3892.0 GiB,128 vCPUs,30.41 GiB/vCPU,0,0,$26.2690 hourly,$15.2782 hourly,$21.1662 hourly,$3.2157 hourly,Microsoft Azure
M176ds4 v3,M176ds4 v3,3892.0 GiB,176 vCPUs,22.11 GiB/vCPU,0,400,$26.4700 hourly,$15.3950 hourly,$23.4910 hourly,$8.6400 hourly,Microsoft Azure
Standard M128m,M128m,3892.0 GiB,128 vCPUs,30.41 GiB/vCPU,0,14336,$26.6880 hourly,$15.3061 hourly,$21.1941 hourly,$3.5814 hourly,Microsoft Azure
Standard M128ms,M128ms,3892.0 GiB,128 vCPUs,30.41 GiB/vCPU,0,4096,$26.6880 hourly,$15.3061 hourly,$21.1941 hourly,$3.5814 hourly,Microsoft Azure
Standard M128dms v2,M128dms v2,3892.0 GiB,128 vCPUs,30.41 GiB/vCPU,0,4096,$26.6900 hourly,$15.5229 hourly,$21.4109 hourly,$3.2578 hourly,Microsoft Azure
ND96asr A100 v4,ND96asr A100 v4,900.0 GiB,96 vCPUs,9.38 GiB/vCPU,8x A100 (NVlink),6500,$27.1970 hourly,$18.8283 hourly,$23.2443 hourly,$9.5218 hourly,Microsoft Azure
